,id,tweet_url,created_at,parsed_created_at,user_screen_name,text,tweet_type,coordinates,hashtags,media,urls,favorite_count,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,retweet_or_quote_id,retweet_or_quote_screen_name,retweet_or_quote_user_id,source,user_id,user_created_at,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_statuses_count,user_time_zone,user_urls,user_verified,clean_text,topic_id
71840,1290711583098916864,https://twitter.com/RepSusieLee/status/1290711583098916864,Tue Aug 04 18:09:56 +0000 2020,2020-08-04T18:09:56+00:00,RepSusieLee,Today I introduced a bill to restart a successful 2008 Great Recession workforce training program at community colleges.   The workforce is already changing rapidly thanks to #COVID19. The next wave of workers needs to be ready.   Read more here:  https://t.co/gm7JwgMKcC,original,,COVID19,,https://bit.ly/30qIOtR,9,,,,en,,0.0,1,,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",1079061579973439488,Sat Dec 29 17:08:23 +0000 2018,False,Congresswoman proudly serving the folks in Nevada's 3rd District. Bipartisan Leader. Education Advocate. Mom to two great kids.,1636,33376,3424,647,"Las Vegas, NV",Rep. Susie Lee,6710,,http://susielee.house.gov,True,Today I introduced a bill to restart a successful  Great Recession workforce training program at community colleges   The workforce is already changing rapidly thanks to COVID The next wave of workers needs to be ready   Read more here  ,533
71976,1281653789355724801,https://twitter.com/RepSusieLee/status/1281653789355724801,Fri Jul 10 18:17:30 +0000 2020,2020-07-10T18:17:30+00:00,RepSusieLee,"And @realDonaldTrump used his only domestic veto to veto loan forgiveness for #veterans defrauded by cruddy online colleges, defying 3 dozen leading veterans Orgs including us and @AmericanLegion  https://t.co/tMl2fCMBPw https://t.co/P58OP1NBgv",retweet,,veterans,,,5,,,,en,,,6,1.2816335704869967e+18,GIBillRights,2319067075.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1079061579973439488,Sat Dec 29 17:08:23 +0000 2018,False,Congresswoman proudly serving the folks in Nevada's 3rd District. Bipartisan Leader. Education Advocate. Mom to two great kids.,1636,33376,3424,647,"Las Vegas, NV",Rep. Susie Lee,6710,,http://susielee.house.gov,True,And realDonaldTrump used his only domestic veto to veto loan forgiveness for veterans defrauded by cruddy online colleges defying  dozen leading veterans Orgs including us and AmericanLegion   ,1010
71978,1281373677578313735,https://twitter.com/RepSusieLee/status/1281373677578313735,Thu Jul 09 23:44:26 +0000 2020,2020-07-09T23:44:26+00:00,RepSusieLee,"Dr. Harper explains the damage @BetsyDeVos’s Borrower Defense rule would have on Black Americans, particularly Black women, who are disproportionately preyed upon by predatory for-profit schools. https://t.co/IwVfoFYc9P",original,,,https://pbs.twimg.com/ext_tw_video_thumb/1281373522250661888/pu/img/fBDgwE_SodkLGLlS.jpg,,12,,,,en,,0.0,2,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1079061579973439488,Sat Dec 29 17:08:23 +0000 2018,False,Congresswoman proudly serving the folks in Nevada's 3rd District. Bipartisan Leader. Education Advocate. Mom to two great kids.,1636,33376,3424,647,"Las Vegas, NV",Rep. Susie Lee,6710,,http://susielee.house.gov,True,Dr Harper explains the damage BetsyDeVoss Borrower Defense rule would have on Black Americans particularly Black women who are disproportionately preyed upon by predatory forprofit schools ,1010
71992,1280916000536436736,https://twitter.com/RepSusieLee/status/1280916000536436736,Wed Jul 08 17:25:47 +0000 2020,2020-07-08T17:25:47+00:00,RepSusieLee,"After a student is defrauded by a for-profit school, they are often left fighting a battle they can’t win.   Especially during a pandemic, @BetsyDeVos’s weak Borrower Defense rule makes life for students even harder, as Dr. Pierce explains: https://t.co/Wsrsq7sxXB",original,,,https://pbs.twimg.com/ext_tw_video_thumb/1280915854331457537/pu/img/B7q4DwLtO-K4J8sF.jpg,,13,,,,en,,0.0,8,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1079061579973439488,Sat Dec 29 17:08:23 +0000 2018,False,Congresswoman proudly serving the folks in Nevada's 3rd District. Bipartisan Leader. Education Advocate. Mom to two great kids.,1636,33376,3424,647,"Las Vegas, NV",Rep. Susie Lee,6710,,http://susielee.house.gov,True,After a student is defrauded by a forprofit school they are often left fighting a battle they cant win   Especially during a pandemic BetsyDeVoss weak Borrower Defense rule makes life for students even harder as Dr Pierce explains ,1010
72031,1277699593887760389,https://twitter.com/RepSusieLee/status/1277699593887760389,Mon Jun 29 20:24:56 +0000 2020,2020-06-29T20:24:56+00:00,RepSusieLee,"On Friday, the House failed to override the President’s veto of my bill overturning @BetsyDeVos’s Borrower Defense rule.  To our struggling students, veterans, &amp; Americans defrauded by predatory schools: this isn’t the end of the road.  Keep fighting.  https://t.co/GAEJyEf5EU",original,,,https://pbs.twimg.com/amplify_video_thumb/1276558061801558016/img/R2-hXCvHimdkh3VY.jpg,,12,,,,en,,0.0,4,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1079061579973439488,Sat Dec 29 17:08:23 +0000 2018,False,Congresswoman proudly serving the folks in Nevada's 3rd District. Bipartisan Leader. Education Advocate. Mom to two great kids.,1636,33376,3424,647,"Las Vegas, NV",Rep. Susie Lee,6710,,http://susielee.house.gov,True,On Friday the House failed to override the Presidents veto of my bill overturning BetsyDeVoss Borrower Defense rule  To our struggling students veterans amp Americans defrauded by predatory schools this isnt the end of the road  Keep fighting  ,1010
72047,1276697482152628224,https://twitter.com/RepSusieLee/status/1276697482152628224,Sat Jun 27 02:02:54 +0000 2020,2020-06-27T02:02:54+00:00,RepSusieLee,"Who’s impacted the most by this shameless rule? Veterans, students of color, and students experiencing poverty who’ve been preyed upon by predatory, for-profit schools. We need justice for these students and I won’t stop fighting until we get it. https://t.co/GAEJyEf5EU",reply,,,https://pbs.twimg.com/amplify_video_thumb/1276558061801558016/img/R2-hXCvHimdkh3VY.jpg,,15,RepSusieLee,1.276697480638259e+18,1.079061579973439e+18,en,,0.0,0,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1079061579973439488,Sat Dec 29 17:08:23 +0000 2018,False,Congresswoman proudly serving the folks in Nevada's 3rd District. Bipartisan Leader. Education Advocate. Mom to two great kids.,1636,33376,3424,647,"Las Vegas, NV",Rep. Susie Lee,6710,,http://susielee.house.gov,True,Whos impacted the most by this shameless rule Veterans students of color and students experiencing poverty whove been preyed upon by predatory forprofit schools We need justice for these students and I wont stop fighting until we get it ,497
72048,1276697480638259200,https://twitter.com/RepSusieLee/status/1276697480638259200,Sat Jun 27 02:02:53 +0000 2020,2020-06-27T02:02:53+00:00,RepSusieLee,"Today, the House held a vote to override the President’s veto of my bill to overturn @BetsyDeVosED’s destructive Borrower Defense rule, which guts essential protections for student borrowers and taxpayers.",original,,,,,19,,,,en,,,4,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1079061579973439488,Sat Dec 29 17:08:23 +0000 2018,False,Congresswoman proudly serving the folks in Nevada's 3rd District. Bipartisan Leader. Education Advocate. Mom to two great kids.,1636,33376,3424,647,"Las Vegas, NV",Rep. Susie Lee,6710,,http://susielee.house.gov,True,Today the House held a vote to override the Presidents veto of my bill to overturn BetsyDeVosEDs destructive Borrower Defense rule which guts essential protections for student borrowers and taxpayers,1010
72049,1276567708038041602,https://twitter.com/RepSusieLee/status/1276567708038041602,Fri Jun 26 17:27:13 +0000 2020,2020-06-26T17:27:13+00:00,RepSusieLee,"For years, for-profit institutions have preyed on student veterans' GI Bill funds, resulting in many student veterans stuck with mounting debt and a worthless degree.  See below for four of the MANY stories from student veterans who were scammed by their schools.  ⬇️ https://t.co/8X1VTshB2d",retweet,,,,,9,,,,en,,,7,1.2765651493028209e+18,VetAffairsDems,151519500.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1079061579973439488,Sat Dec 29 17:08:23 +0000 2018,False,Congresswoman proudly serving the folks in Nevada's 3rd District. Bipartisan Leader. Education Advocate. Mom to two great kids.,1636,33376,3424,647,"Las Vegas, NV",Rep. Susie Lee,6710,,http://susielee.house.gov,True,For years forprofit institutions have preyed on student veterans GI Bill funds resulting in many student veterans stuck with mounting debt and a worthless degree  See below for four of the MANY stories from student veterans who were scammed by their schools   downarrow  ,497
72050,1276559470823342080,https://twitter.com/RepSusieLee/status/1276559470823342080,Fri Jun 26 16:54:29 +0000 2020,2020-06-26T16:54:29+00:00,RepSusieLee,"“Communities of color, minorities, low-income students, and veterans are prayed upon by predatory for-profit schools and the @usedgov is failing to hold these schools accountable for defrauding these student borrowers.”  -@RepSusieLee https://t.co/DNTLzWC3Cl",retweet,,,,,111,,,,en,,,59,1.2765584574502175e+18,EdLaborCmte,7004382.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1079061579973439488,Sat Dec 29 17:08:23 +0000 2018,False,Congresswoman proudly serving the folks in Nevada's 3rd District. Bipartisan Leader. Education Advocate. Mom to two great kids.,1636,33376,3424,647,"Las Vegas, NV",Rep. Susie Lee,6710,,http://susielee.house.gov,True,Communities of color minorities lowincome students and veterans are prayed upon by predatory forprofit schools and the usedgov is failing to hold these schools accountable for defrauding these student borrowers  RepSusieLee ,497
72051,1276545398186917888,https://twitter.com/RepSusieLee/status/1276545398186917888,Fri Jun 26 15:58:34 +0000 2020,2020-06-26T15:58:34+00:00,RepSusieLee,WATCH LIVE: I'm speaking on the House floor right now urging my colleagues to vote in favor of overriding the President's veto of my bill overturning @BetsyDeVosED's harmful 2019 Borrower Defense rule. Watch here: https://t.co/mHAvYqBtRW,original,,,,http://live.house.gov,31,,,,en,,0.0,10,,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1079061579973439488,Sat Dec 29 17:08:23 +0000 2018,False,Congresswoman proudly serving the folks in Nevada's 3rd District. Bipartisan Leader. Education Advocate. Mom to two great kids.,1636,33376,3424,647,"Las Vegas, NV",Rep. Susie Lee,6710,,http://susielee.house.gov,True,WATCH LIVE Im speaking on the House floor right now urging my colleagues to vote in favor of overriding the Presidents veto of my bill overturning BetsyDeVosEDs harmful  Borrower Defense rule Watch here ,1010
72052,1276544640657887234,https://twitter.com/RepSusieLee/status/1276544640657887234,Fri Jun 26 15:55:34 +0000 2020,2020-06-26T15:55:34+00:00,RepSusieLee,"The House is beginning 1 hr of debate on the veto message to accompany H.J.Res. 76 – Providing for congressional disapproval of the rule submitted by Dept of Ed relating to ""Borrower Defense Institutional Accountability"" (Sponsored by @RepSusieLee / Education &amp; Labor Committee).",retweet,,,,,1,,,,en,,,4,1.2765416496871096e+18,HouseDailyPress,4180260695.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1079061579973439488,Sat Dec 29 17:08:23 +0000 2018,False,Congresswoman proudly serving the folks in Nevada's 3rd District. Bipartisan Leader. Education Advocate. Mom to two great kids.,1636,33376,3424,647,"Las Vegas, NV",Rep. Susie Lee,6710,,http://susielee.house.gov,True,The House is beginning  hr of debate on the veto message to accompany HJRes   Providing for congressional disapproval of the rule submitted by Dept of Ed relating to Borrower Defense Institutional Accountability Sponsored by RepSusieLee  Education amp Labor Committee,1010
72053,1276523651882455046,https://twitter.com/RepSusieLee/status/1276523651882455046,Fri Jun 26 14:32:09 +0000 2020,2020-06-26T14:32:09+00:00,RepSusieLee,"Last year, @BetsyDevosED rewrote the Borrower Defense rule, making it harder for student veterans to receive debt relief or be forgiven for their student loans.  @RepSusieLee's resolution prevents this rule from going into effect.  @realDonaldTrump vetoed this resolution. https://t.co/Buzj2OezdF",retweet,,,,,14,,,,en,,,18,1.276523179964539e+18,VetAffairsDems,151519500.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1079061579973439488,Sat Dec 29 17:08:23 +0000 2018,False,Congresswoman proudly serving the folks in Nevada's 3rd District. Bipartisan Leader. Education Advocate. Mom to two great kids.,1636,33376,3424,647,"Las Vegas, NV",Rep. Susie Lee,6710,,http://susielee.house.gov,True,Last year BetsyDevosED rewrote the Borrower Defense rule making it harder for student veterans to receive debt relief or be forgiven for their student loans  RepSusieLees resolution prevents this rule from going into effect  realDonaldTrump vetoed this resolution ,1010
72056,1276274746464915456,https://twitter.com/RepSusieLee/status/1276274746464915456,Thu Jun 25 22:03:06 +0000 2020,2020-06-25T22:03:06+00:00,RepSusieLee,".@rweingarten is right. Congress has a choice tomorrow in the vote to override @realdonaldtrump’s veto of my Borrower Defense bill:   Stand with students, or stand with Betsy DeVos.   The choice is clear. https://t.co/6bJrVkBinw",original,,,https://pbs.twimg.com/ext_tw_video_thumb/1276274550846697479/pu/img/02Njwvj4FdV2Z0VA.jpg,,34,,,,en,,0.0,19,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1079061579973439488,Sat Dec 29 17:08:23 +0000 2018,False,Congresswoman proudly serving the folks in Nevada's 3rd District. Bipartisan Leader. Education Advocate. Mom to two great kids.,1636,33376,3424,647,"Las Vegas, NV",Rep. Susie Lee,6710,,http://susielee.house.gov,True,rweingarten is right Congress has a choice tomorrow in the vote to override realdonaldtrumps veto of my Borrower Defense bill   Stand with students or stand with Betsy DeVos   The choice is clear ,1010
72059,1276250504587284485,https://twitter.com/RepSusieLee/status/1276250504587284485,Thu Jun 25 20:26:46 +0000 2020,2020-06-25T20:26:46+00:00,RepSusieLee,"If Betsy DeVos and this administration won't protect students and veterans from fraud, Congress will.   To my colleagues: vote tomorrow to override the President’s veto of my Borrower Defense bill. https://t.co/4MBLG8wZRU",quote,,,,https://twitter.com/EdLaborCmte/status/1276240218438467584,6,,,,en,,0.0,2,1.2762402184384676e+18,EdLaborCmte,7004382.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1079061579973439488,Sat Dec 29 17:08:23 +0000 2018,False,Congresswoman proudly serving the folks in Nevada's 3rd District. Bipartisan Leader. Education Advocate. Mom to two great kids.,1636,33376,3424,647,"Las Vegas, NV",Rep. Susie Lee,6710,,http://susielee.house.gov,True,If Betsy DeVos and this administration wont protect students and veterans from fraud Congress will   To my colleagues vote tomorrow to override the Presidents veto of my Borrower Defense bill ,1010
